Rettungspunkt,Longitude,Latitude,Koordinaten,Schnellestes Fahrzeug,Anfahrtszeit,Nächstes Fahrzeug,Anfahrtsdistanz,Ankunft innerhalb 5min,Zeit_HM 81/1,Zeit_PA 84/1,Zeit_WK 81/1,Zeit_WK 84/1,Zeit_Fi 81/1,Zeit_Mifi 84/1,Zeit_Mifi 81/1 W,Zeit_Schöf 81/1,Zeit_Gr 81/1,Entf_HM 81/1,Entf_PA 84/1,Entf_WK 81/1,Entf_WK 84/1,Entf_Fi 81/1,Entf_Mifi 84/1,Entf_Mifi 81/1 W,Entf_Schöf 81/1,Entf_Gr 81/1
Matzenberg - Obernzell, 13.62099,48.56952," 13.62099,48.56952",WK 84/1,19:03 min,WK 84/1,14.3 km,WK 84/1,39:50 min,27:04 min,29:55 min,19:03 min,62:35 min,57:40 min,57:40 min,62:23 min,58:18 min,31.6 km,19.8 km,20.1 km,14.3 km,61.8 km,65.0 km,65.0 km,67.6 km,57.7 km
Niedernhof - Obernzell, 13.62580,48.56863," 13.62580,48.56863",WK 84/1,18:01 min,WK 84/1,14.0 km,WK 84/1,38:48 min,28:00 min,28:53 min,18:01 min,63:30 min,58:35 min,58:35 min,63:18 min,59:13 min,31.3 km,22.0 km,19.8 km,14.0 km,64.0 km,67.2 km,67.2 km,69.8 km,59.9 km
Nottau - Obernzell, 13.61763,48.57603," 13.61763,48.57603",WK 84/1,17:45 min,WK 84/1,13.5 km,WK 84/1,38:32 min,25:46 min,28:36 min,17:45 min,61:17 min,56:21 min,56:21 min,61:04 min,56:59 min,30.9 km,19.1 km,19.3 km,13.5 km,61.0 km,64.3 km,64.3 km,66.8 km,57.0 km
Obernzell - Obernzell, 13.63818,48.55434," 13.63818,48.55434",WK 84/1,21:44 min,WK 84/1,19.0 km,"PA 84/1, WK 84/1",39:39 min,25:10 min,32:36 min,21:44 min,60:41 min,55:45 min,55:45 min,60:28 min,56:23 min,33.2 km,19.9 km,24.8 km,19.0 km,61.9 km,65.2 km,65.2 km,67.7 km,57.8 km
Öd - Obernzell, 13.60940,48.59176," 13.60940,48.59176",WK 84/1,17:49 min,WK 84/1,13.7 km,WK 84/1,38:36 min,27:17 min,28:41 min,17:49 min,61:15 min,56:20 min,56:20 min,61:34 min,56:58 min,31.1 km,18.3 km,19.5 km,13.7 km,59.1 km,62.4 km,62.4 km,57.2 km,55.1 km
Ödstadl - Obernzell, 13.62880,48.57484," 13.62880,48.57484",WK 84/1,16:46 min,WK 84/1,13.0 km,WK 84/1,37:33 min,27:13 min,27:38 min,16:46 min,62:44 min,57:49 min,57:49 min,62:32 min,58:26 min,30.3 km,20.5 km,18.7 km,13.0 km,62.5 km,65.8 km,65.8 km,68.3 km,58.5 km
Rackling - Obernzell, 13.62995,48.58397," 13.62995,48.58397",WK 84/1,16:33 min,WK 84/1,12.2 km,WK 84/1,37:20 min,28:04 min,27:25 min,16:33 min,63:35 min,58:40 min,58:40 min,63:23 min,59:17 min,29.6 km,20.6 km,18.0 km,12.2 km,62.6 km,65.8 km,65.8 km,68.4 km,58.5 km
Rollhäusl - Obernzell, 13.64822,48.56445," 13.64822,48.56445",WK 84/1,20:35 min,WK 84/1,15.8 km,WK 84/1,38:30 min,31:21 min,31:26 min,20:35 min,66:52 min,61:56 min,61:56 min,66:39 min,62:34 min,30.0 km,24.8 km,21.5 km,15.8 km,66.8 km,70.0 km,70.0 km,72.6 km,62.7 km
Steinöd - Obernzell, 13.63414,48.57724," 13.63414,48.57724",WK 84/1,17:25 min,WK 84/1,12.9 km,WK 84/1,38:12 min,27:52 min,28:17 min,17:25 min,63:23 min,58:27 min,58:27 min,63:10 min,59:05 min,30.2 km,20.4 km,18.7 km,12.9 km,62.5 km,65.7 km,65.7 km,68.2 km,58.4 km
Ackersberg - Ortenburg, 13.17297,48.54382," 13.17297,48.54382",PA 84/1,32:46 min,PA 84/1,26.2 km,PA 84/1,77:58 min,32:46 min,71:47 min,59:11 min,85:17 min,80:21 min,80:21 min,50:47 min,66:12 min,71.8 km,26.2 km,59.5 km,50.4 km,82.2 km,85.4 km,85.4 km,49.0 km,53.0 km
Afham - Ortenburg, 13.21585,48.53473," 13.21585,48.53473",PA 84/1,25:47 min,PA 84/1,20.9 km,PA 84/1,73:25 min,25:47 min,67:14 min,54:38 min,80:44 min,75:48 min,75:48 min,51:53 min,67:18 min,66.6 km,20.9 km,54.3 km,45.2 km,77.0 km,80.2 km,80.2 km,49.8 km,53.8 km
Aisterham - Ortenburg, 13.17269,48.58503," 13.17269,48.58503",PA 84/1,28:38 min,PA 84/1,27.6 km,PA 84/1,72:01 min,28:38 min,65:49 min,53:14 min,79:19 min,74:24 min,74:24 min,44:37 min,60:02 min,68.3 km,27.6 km,56.1 km,47.0 km,78.7 km,82.0 km,82.0 km,43.9 km,47.9 km
Au - Ortenburg, 13.21001,48.53314," 13.21001,48.53314",PA 84/1,26:05 min,PA 84/1,21.1 km,PA 84/1,73:44 min,26:05 min,67:32 min,54:57 min,81:02 min,76:07 min,76:07 min,53:00 min,68:02 min,66.7 km,21.1 km,54.5 km,45.4 km,77.1 km,80.4 km,80.4 km,50.3 km,67.6 km
Aunberg - Ortenburg, 13.23055,48.57872," 13.23055,48.57872",PA 84/1,23:37 min,PA 84/1,22.0 km,PA 84/1,67:00 min,23:37 min,60:49 min,48:13 min,74:19 min,69:23 min,69:23 min,47:30 min,62:56 min,62.7 km,22.0 km,50.4 km,41.3 km,73.1 km,76.3 km,76.3 km,48.3 km,52.3 km
Bärndobl - Ortenburg, 13.23835,48.57372," 13.23835,48.57372",PA 84/1,22:32 min,PA 84/1,21.2 km,PA 84/1,65:55 min,22:32 min,59:43 min,47:08 min,73:13 min,68:18 min,68:18 min,46:25 min,61:50 min,61.9 km,21.2 km,49.6 km,40.5 km,72.3 km,75.5 km,75.5 km,47.5 km,51.5 km
Baumgarten - Ortenburg, 13.18994,48.55541," 13.18994,48.55541",PA 84/1,30:47 min,PA 84/1,25.1 km,PA 84/1,74:17 min,30:47 min,68:05 min,55:30 min,81:35 min,76:40 min,76:40 min,49:59 min,65:24 min,68.5 km,25.1 km,56.2 km,47.1 km,78.9 km,82.1 km,82.1 km,48.5 km,52.6 km
Berghof - Ortenburg, 13.24846,48.51693," 13.24846,48.51693",PA 84/1,22:11 min,PA 84/1,18.1 km,PA 84/1,69:49 min,22:11 min,63:38 min,51:02 min,77:08 min,72:12 min,72:12 min,49:18 min,64:08 min,63.8 km,18.1 km,51.5 km,42.4 km,74.2 km,77.4 km,77.4 km,65.0 km,64.6 km
Bindering - Ortenburg, 13.23513,48.56588," 13.23513,48.56588",PA 84/1,24:27 min,PA 84/1,22.1 km,PA 84/1,67:50 min,24:27 min,61:39 min,49:03 min,75:09 min,70:13 min,70:13 min,48:20 min,63:46 min,62.7 km,22.1 km,50.5 km,41.4 km,73.1 km,76.4 km,76.4 km,48.4 km,52.4 km
Birka - Ortenburg, 13.25657,48.53359," 13.25657,48.53359",PA 84/1,25:31 min,PA 84/1,17.2 km,PA 84/1,73:09 min,25:31 min,66:58 min,54:22 min,80:28 min,75:32 min,75:32 min,52:38 min,67:28 min,62.9 km,17.2 km,50.6 km,41.5 km,73.3 km,76.5 km,76.5 km,64.1 km,63.8 km
Blasen - Ortenburg, 13.27311,48.53622," 13.27311,48.53622",PA 84/1,21:10 min,PA 84/1,15.8 km,PA 84/1,68:48 min,21:10 min,62:37 min,50:02 min,76:07 min,71:11 min,71:11 min,48:17 min,63:07 min,61.5 km,15.8 km,49.2 km,40.1 km,71.9 km,75.1 km,75.1 km,62.6 km,62.3 km
Blindham - Ortenburg, 13.20105,48.58033," 13.20105,48.58033",PA 84/1,28:42 min,PA 84/1,25.0 km,PA 84/1,72:05 min,28:42 min,65:54 min,53:18 min,79:24 min,74:28 min,74:28 min,45:51 min,61:16 min,65.7 km,25.0 km,53.5 km,44.3 km,76.1 km,79.4 km,79.4 km,44.4 km,48.4 km
Breitreut - Ortenburg, 13.24965,48.56691," 13.24965,48.56691",PA 84/1,23:05 min,PA 84/1,21.3 km,PA 84/1,66:28 min,23:05 min,60:16 min,47:41 min,73:46 min,68:51 min,68:51 min,46:58 min,62:23 min,62.0 km,21.3 km,49.7 km,40.6 km,72.4 km,75.6 km,75.6 km,47.6 km,51.6 km
Buch - Ortenburg, 13.20744,48.56431," 13.20744,48.56431",PA 84/1,28:02 min,PA 84/1,24.9 km,PA 84/1,71:24 min,28:02 min,65:13 min,52:37 min,78:43 min,73:47 min,73:47 min,48:17 min,63:42 min,65.6 km,24.9 km,53.3 km,44.2 km,76.0 km,79.2 km,79.2 km,46.5 km,50.5 km
Buchet - Ortenburg, 13.24192,48.58486," 13.24192,48.58486",PA 84/1,23:25 min,PA 84/1,19.9 km,PA 84/1,66:48 min,23:25 min,60:37 min,48:01 min,74:07 min,69:11 min,69:11 min,47:18 min,62:44 min,60.6 km,19.9 km,48.3 km,39.2 km,71.0 km,74.2 km,74.2 km,46.2 km,50.3 km
Butzenberg - Ortenburg, 13.23631,48.58245," 13.23631,48.58245",PA 84/1,24:36 min,PA 84/1,20.4 km,PA 84/1,67:59 min,24:36 min,61:47 min,49:12 min,75:17 min,70:22 min,70:22 min,48:29 min,63:54 min,61.1 km,20.4 km,48.8 km,39.7 km,71.5 km,74.7 km,74.7 km,46.7 km,50.8 km
Demmlstadl - Ortenburg, 13.17717,48.58869," 13.17717,48.58869",PA 84/1,29:06 min,PA 84/1,27.6 km,PA 84/1,72:29 min,29:06 min,66:18 min,53:42 min,79:48 min,74:52 min,74:52 min,45:06 min,60:31 min,68.3 km,27.6 km,56.0 km,46.9 km,78.7 km,81.9 km,81.9 km,43.8 km,47.8 km
Dobl - Ortenburg, 13.18278,48.54899," 13.18278,48.54899",PA 84/1,33:04 min,PA 84/1,25.6 km,PA 84/1,76:33 min,33:04 min,70:22 min,57:47 min,83:52 min,78:56 min,78:56 min,51:21 min,66:46 min,69.0 km,25.6 km,56.7 km,47.6 km,79.4 km,82.7 km,82.7 km,49.1 km,53.1 km
Dorfbach - Ortenburg, 13.23826,48.52732," 13.23826,48.52732",PA 84/1,23:13 min,PA 84/1,18.9 km,PA 84/1,70:52 min,23:13 min,64:40 min,52:05 min,78:10 min,73:15 min,73:15 min,50:21 min,65:10 min,64.6 km,18.9 km,52.3 km,43.2 km,75.0 km,78.2 km,78.2 km,65.8 km,65.5 km
Drittenthal - Ortenburg, 13.22657,48.58200," 13.22657,48.58200",PA 84/1,26:23 min,PA 84/1,23.8 km,PA 84/1,69:46 min,26:23 min,63:35 min,50:59 min,77:05 min,72:09 min,72:09 min,48:44 min,64:09 min,64.5 km,23.8 km,52.2 km,43.1 km,74.9 km,78.1 km,78.1 km,46.0 km,50.0 km
Elexenbach - Ortenburg, 13.26071,48.57312," 13.26071,48.57312",PA 84/1,22:50 min,PA 84/1,21.2 km,PA 84/1,66:13 min,22:50 min,60:01 min,47:26 min,73:31 min,68:36 min,68:36 min,46:43 min,62:08 min,61.9 km,21.2 km,49.6 km,40.5 km,72.3 km,75.5 km,75.5 km,47.5 km,51.6 km
Froschau - Ortenburg, 13.21203,48.56061," 13.21203,48.56061",PA 84/1,29:21 min,PA 84/1,24.2 km,PA 84/1,72:44 min,29:21 min,66:32 min,53:57 min,80:02 min,75:07 min,75:07 min,50:01 min,65:26 min,64.8 km,24.2 km,52.6 km,43.5 km,75.2 km,78.5 km,78.5 km,47.3 km,51.3 km
